Name_phone,Id_comment,Name_comment,Buy_place_comment,Content_comment,Used_comment
iPhone 13 128GB,r-49880124,Đỗ Văn Hoà,Đã mua tại TGDD,"Cầm vừa tay, pin trâu. Nhưng để qua đêm thấy tụt 3-5% pin. Nói chung ko chê điểm gì",Đã dùng khoảng 2 ngày
iPhone 13 128GB,r-49779707,Ha,Đã mua tại TGDD,"Điện thoại đẹp, pin dùng rất khỏe, camera tốt..Nói chung không chê được ở điểm nào",Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-49667466,Phạm Văn Thọ,Đã mua tại TGDD,"Mua 2 cái nhưng 1 cái bị lỗi phím tăng âm lượng, mang ra cửa hàng và được đổi cái mới. Nhân viên rất nhiệt tình và thân thiện.",Đã dùng khoảng 3 tuần
iPhone 13 128GB,r-49632450,Nguyễn Tiến Phong,Đã mua tại TGDD,"Mới mua tối qua bên cửa hàng trên đường Nguyễn An Ninh, Dĩ An, Bình dương. Quản lý và nhân viên tư vấn hỗ trợ nhiệt tính chuyên nghiệp tuy là mua 2 cái có chờ hơi lâu đó phải đi lấy máy chỗ khác về nhưng với số với chỗ khác không có hàng để mua thì tốt hơn. Máy thật sự rất siêu phẩm màu đỏ tuyệt vời, màu đen ok. Dùng được 1 ngày pin trâu không xuống bao nhiêu. Đáng đồng tiền",Đã dùng khoảng 1 ngày
iPhone 13 128GB,r-49532728,TRẦN LÝ ĐÔNG SƠN,Đã mua tại TGDD,Máy mạnh. Pin trâu chụp hình đẹp. Chỉ có sài màn hình to riết nhìn màn hình nhỏ ko quen. Các ban nv tư vấn nhiệt tình rất ok,Đã dùng khoảng 1 ngày
iPhone 13 128GB,r-49399841,Nguyễn Vương Quế Anh,Đã mua tại TGDD,"Máy ngon, pin trâu, chụp hình đẹp, chụp đêm đỉnh, sạc nhanh đầy từ 9h sáng hôm trước mà 12h trưa hôm sau vẫn còn 30% Vài năm nữa có tiền sẽ tiếp tục lên đời iPhone, lúc trước xài android chán lắm",Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-49244838,HUYỀN PHẠM,Đã mua tại TGDD,"Mình lấy con 13 128gb màu pink ngày 30/10,sau vài ngày trãi nghiệm thì có nhận xét: Pin xài lâu,video điện ảnh có thể xoá phông,màn hình sáng đẹp,âm thanh hay. Cái màu hồng nude cực kỳ ưng luôn nhé!Đáng để nâng cấp.",Đã dùng khoảng 5 ngày
iPhone 13 128GB,r-49242036,Nguyễn Dương Thanh Hằng,Đã mua tại TGDD,"Lấy hàng hôm 31/10, màu hồng xinh xĩu... pin trâu cực kì. Chờ đợi nửa tháng thì ẻm cũng về với mình. Ưng gì đâu luôn á.",Đã dùng khoảng 4 ngày
iPhone 13 128GB,r-49159726,Hoàng,Đã mua tại TGDD,"vừa mới nhận ngày 27,trải nghiệm được 4 ngày, pin cực trâu, chụp hình đẹp.Nhân viên tư vấn rất chuyên nghiệp, nhiệt tình.",Đã dùng khoảng 4 ngày
iPhone 13 128GB,r-49157248,Hoàng Long,Đã mua tại TGDD,Cam đẹp màn hình rất đẹp và sáng hơn 12. Đáng để nâng cấp nhé ae. Từ nhân viên đến quản lý siệu thị 113 nguyễn hệu tx bình long rất nhiệt tình và chu đáo,Đã dùng khoảng 1 ngày
iPhone 13 128GB,r-53606107,Phan Thanh Thư,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53592804,Khoi,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53581083,Nguyễn Văn Sáng,Đã mua tại DMX,,Đã dùng khoảng 3 tuần
iPhone 13 128GB,r-53577232,HỒ THỊ MINH TÂM,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53571414,Tai,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53294441,LINH,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53218911,HIỂN,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53082109,BÀI,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53077963,SUONG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53061808,B O,Đã mua tại TGDD,,Đã dùng khoảng 3 tuần
iPhone 13 128GB,r-52970321,THANH,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52653772,ĐẠI,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52577299,TU N,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52412417,MINH,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52341621,SANG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52185681,PHƯƠNG,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52152068,DIỄM,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52086402,THẢO,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51999516,THƠ,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51932857,CHAU,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51886232,THẢO,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51877502,LINH,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51675160,TRANG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51410187,Nguyễn Thị Nhung,Đã mua tại DMX,,Đã dùng khoảng 3 tháng
iPhone 13 128GB,r-51030562,TRAN DINH TUYEN,Đã mua tại TGDD,,Đã dùng khoảng 7 ngày
iPhone 13 128GB,r-50995268,Nguyễn Xuân Thủy,Đã mua tại DMX,Mình thấy nhiều lúc mắn hình giả lac,Đã dùng khoảng 4 tháng
iPhone 13 128GB,r-50952448,Hoàng Thiên,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-50917039,Trần Vũ Khương,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-50853343,Chị Tiên,Đã mua tại DMX,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-50771571,NGUYỄN XUÂN HOÀNG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-50749993,Nguyễn Đồng Hiếu Thắng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50748867,Được,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50736954,Nguyễn Đình Mạnh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50735522,Huyền,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50735225,Gấm,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50735168,Lan,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50734916,Phúc,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50734682,Chị Kim Chi,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50734382,Nguyễn Anh Trí,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50734048,Hoàng Thị Thu Thảo,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733967,Hà Thế Bảo,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733596,Chị Diệu,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733227,Kim Thoa,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733077,Hoàng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732958,Lưu Văn Thông,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732946,Ng B%E1 T%F9ng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732938,Tuấn,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732773,Bùi Thị Quỳnh Hương,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732646,Thanh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732401,Phí Thị ThúY,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732253,Kien,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732234,Hùng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732110,Nguyễn Hoài Nam,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732055,Anh Nhật,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732019,Nguyễn Lâm Anh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50729766,HảI Anh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727887,Trâm,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727797,Nguyễn Thị Diễm An,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727790,Đình Luân,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727757,Anh Lẹ,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727475,Anh Thành,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727453,Hậu,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727380,Đỗ Thị Minh Trang,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727347,Lý Thanh Thuận,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727325,Kim,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727299,Anh Minh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727290,Nguyễn Lệ Trang,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727262,Tuấn,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727257,Hồng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50402288,Tống Thị Oanh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-53648714,LINH,Đã mua tại TGDD,Hiện tại dùng tốt,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53630472,Nguyễn Trần Minh Thương,Đã mua tại DMX,Dịch vụ tư vấn tốt tiện lợi,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53587448,Hoài,Đã mua tại TGDD,Mượt,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53451514,Nguyễn Văn Ngọc,Đã mua tại DMX,Máy tốt pin cũng trâu,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53320125,Nguyễn Tường Quân,Đã mua tại TGDD,Iphone 13 mới xài hơn 1 tháng pin còn 99 là ổn không vậy,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-53317173,LAN,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53245285,TOẢN,Đã mua tại TGDD,Mới dùng thấy mượt. Mọi thứ đều ổn. Ko biết sau này ntn.,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53212763,LONG,Đã mua tại DMX,Máy tốt chất lượng OK,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53191238,SINH,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53001582,KHÔI,Đã mua tại TGDD,Tin tưởng sản phẩm chất lượng cao,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-52863621,QUY,Đã mua tại TGDD,Dùng tốt,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52698006,ĐỨC,Đã mua tại TGDD,Cho e hỏi tại sao gọi video zalo máy nóng quá ạ,Đã dùng khoảng 4 tuần
iPhone 13 128GB,r-52653775,LINH,Đã mua tại TGDD,Hài lòng,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52632897,LY,Đã mua tại DMX,Mới dùng nên thấy ok . Pin khỏe .,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52513153,TUẤN,Đã mua tại TGDD,Sản phẩm chất lượng tốt,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52425814,HOA,Đã mua tại TGDD,ok,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52374342,Trần Thu Huyền,Đã mua tại TGDD,ok,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52236418,HẬU,Đã mua tại TGDD,Sản phẩm sử dụng ổn,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52097398,TUYẾT,Đã mua tại TGDD,Tuyệt vời,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52054306,LINH,Đã mua tại TGDD,"Mua đt ở tgdd f1, nhưng đợi bàn giao đth hơi bị lâu hơn 1h mới xong. Cảm nhận về con 13 của mình là mượt cute lắm, xài thoải mái cả ngày mới hết pin",Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51930531,CÔNG,Đã mua tại TGDD,"S/P rất ok.nhưng pin để qua đêm k dùng k bật mạg,wif lại mất 5-6% pin hơi bị ức chế",Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-51692744,UYÊN,Đã mua tại DMX,Tôt,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51686230,THỌ,Đã mua tại TGDD,Đt tốt ok chất lượng,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51685930,THIÊM,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51675638,HẢI,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-51667057,CHI,Đã mua tại TGDD,"Điện thoại tuy dùng tốt nhưng chỉ được tặng mỗi dây sạc, trong khi củ sạc nó lại khác với các dòng ip trước đây, tai nghe cũng không",Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-50742445,Lâm Văn Hạ,Đã mua tại TGDD,Mình mua ip13 được hơn 1 tháng. Giờ đổi lấy tiền mặt thì được bao nhiêu ạ,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50735834,Minh Hiền,Đã mua tại DMX,Máy oke nhưng có cái pin hơi mau hết xíu ạ,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732915,Hằng,Đã mua tại DMX,Dùng thích,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732696,Anh Tâm,Đã mua tại DMX,Nói chung máy tốt pin xài trong ngày ok có đều lâu lâu máy bị đơ phải tắt nguồn mới hết,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732436,Lương Ngọc Bích,Đã mua tại DMX,"Mới dùng được hơn tháng. Mọi thứ đều ổn, còn về lâu dài thì sau này mới biết đc. Tóm lại ok với giá tiền bỏ ra",Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50701651,Cam Vang,Đã mua tại TGDD,mới mua được 3 tháng mà tình trạng bin tụt còn 96%. mặc dù không vừa sạc vừa sài.,Đã dùng khoảng 2 tháng
iPhone 13 128GB,r-50599250,Nguyễn Quang Trường,Đã mua tại TGDD,"cam chính chụp gần bị out nét, quay video cũng vậy, còn lại thì cấu hình siêu mạnh, màn hình đẹp, pin trâu, đáng mua nếu mức giá giảm chút nữa, còn ai nhiều tiền thì chơi thôi :v",Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50438839,Nguyễn Phước Long,Đã mua tại DMX,"Dịch vụ tốt, nhân viên bán hàng nhiệt tình, vui vẻ, thân thiện",Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50393559,Nguyễn Xuân Trung,Đã mua tại DMX,Pin trâu nhưg chơi có lúc máy nóng muốn nổ. Mà ko bt do máy hay do mình cập nhật lên ios 15.2 phải. Nhưg khuyên mn ko nên cập nhật ios 15.2 máy hay đơ với nóng,Đã dùng khoảng 2 tháng
iPhone 13 128GB,r-50247952,Công,Đã mua tại TGDD,Tất cả điều ok chỉ duy nhất dùng 2 sim gọi messeger thì bị lag giật . Ko gọi đc zalo thì dùng ok tắt 1 sim để 1 sim thì lại gọi mesesge bình thường ae ai xài 13 thử xem có bị giống mình ko ?,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50065409,Nguyễn Xuân Trung,Đã mua tại TGDD,"Dùng dduocwj khoảng 1 tháng thì tôi có nhận xét sau: máy pin tốt , mà dạo này sóng sim cứ lúc đc 1 vạch lúc ko có vạch nào . Đặc bt sao mình sạc máy thì nóng giống như máy muốn nổ tung á . Mong tgdđ giải đáp",Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50051772,Hoàng Minh Tuấn,Đã mua tại TGDD,Mk mới mua đk 1tuần mà máy sóng kém lúc nào cũg chỉ đk 2vạch sóng thôi.có phải máy bị lỗi sóng ko?,Đã dùng khoảng 4 ngày
iPhone 13 128GB,r-49930659,Bích Liên,Đã mua tại TGDD,Mình có mua cái iphone màu hồng ngày 18/12 mà giờ mình muốn đổi lại cái màu trắng thì phải bù bnhieu v shop?,Đã dùng khoảng 1 ngày
iPhone 13 128GB,r-49862998,HẠ HẢI LONG,Đã mua tại DMX,ok . rất tốt và hợp lí . nếu mà cho trả góp đc 2 con thì tốt hơn nữa hihe . iiiiiii,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-49167154,Hồ Ngọc Thắng,Đã mua tại TGDD,Lấy máy hôm 30.10.21 thanh toán bằng moca nhưng chưa thấy được hoàn tiền lại?????,Đã dùng khoảng 1 ngày
iPhone 13 128GB,r-53307107,LAN,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53295163,MY,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53171943,HOÁ,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-53094520,LINH,Đã mua tại DMX,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-53009538,DUNG,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52939663,THÀNH,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52922586,NGÂN,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52495955,THU,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52438862,NHI,Đã mua tại DMX,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52413889,DUNG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52371461,NGHĨA,Đã mua tại DMX,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52072527,TÁ,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-51044617,Chú Trần Văn Dũng,Đã mua tại DMX,,Đã dùng khoảng 2 tháng
iPhone 13 128GB,r-50937699,Đinh Văn Anh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50759598,T N T%E0i,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50735180,Bỏng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50734008,Lò Văn Doan,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733737,Anh Dũng,Đã mua tại DMX,Nói chung sài trong hơn một tháng qua mọi thứ đều tốt chưa có vấn đề gì bận tâm cả còn về sau thì chưa giám đánh giá nói chung hài lòng với số tiền bỏ ra,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733506,Thái,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733188,Võ Văn Tịnh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50733011,Phạm Ngọc Tính,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732926,Chị Làn,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732803,Nguyễn Thị Mai,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732801,Trương Hải Đăng,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732528,Nguyễn Thị Miên,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732505,Chị Hoa,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50732093,Khánh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50730247,Phạm Văn Lâm,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50728776,Chị Oanh,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727725,C Chi,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50727720,Đại,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50436774,Cao Thị Quỳnh Hoa,Đã mua tại DMX,,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-53046257,Trịnh Thị Hương,Đã mua tại TGDD,E mua màu trắng 128gb ngày 20/3. Giờ thu lại thì đc tầm bnhieu ạ,Đã dùng khoảng 9 tháng
iPhone 13 128GB,r-52950931,DUY,Đã mua tại TGDD,Tốc độ vào mạng 4G chậm,Đã dùng khoảng 2 tuần
iPhone 13 128GB,r-52695230,Nguyễn Duy Khánh,Đã mua tại TGDD,sử dụng 3 tháng tình trạng pin còn 99%. mặc dù sử dụng rất cẩn thận và sạc pin tuân thủ sạc đầy 100% mới sử dụng.,Đã dùng khoảng 3 tháng
iPhone 13 128GB,r-52541716,Hoàng,Đã mua tại TGDD,Để qua đêm ko chơi tụt 30% pin máy mới mua đước 5 hôm,Đã dùng khoảng 4 ngày
iPhone 13 128GB,r-52285727,Quách Nghị,Đã mua tại TGDD,Sao lúc bật mạng 4g mà nó nhấp nháy mấy cái chỗ bật mạng vậy.ngày xưa dùng hệ điều hành cũ bị.lên bản cập nhập mới lúc đầu k bị giờ cứ bật tắt mạng là nó cứ nhấp nháy à,Đã dùng khoảng 5 tháng
iPhone 13 128GB,r-52160547,HIỀN,Đã mua tại TGDD,Máy sạc pin bị nóng,Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-52159837,PHƯƠNG,Đã mua tại DMX,"Trên hệ thống thì cập nhật còn 6 tháng bảo hành mà khi nhận máy thì chỉ còn 3 tháng bhanh, nên cập nhật tt chính xác hơn, vì cần máy nên mới lấy chứ k là gửi lại rồi",Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-50998062,Mai Văn Mạnh,Đã mua tại DMX,Mình mới dùng được hơn một tháng mà pin tụt còn 99% trong khi đó minh ko chơi game chi sử dụng để nghe gọi mạng xã hội và cũng sac pin đúng cách,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50884050,Thuỷ Lê,Đã mua tại TGDD,Iphone 13 mình mua tgdd hôm 20/2 đến 16/3 đã giảm pin còn 98% có phải có vấn đề k ạ,Đã dùng khoảng 3 tuần
iPhone 13 128GB,r-50737393,Chị Linh,Đã mua tại DMX,"Dùng đúng 1 tháng pin xuống còn 99 , để qua đêm thì tụt 3% pin, mà máy ko chơi, ko tải game gì cả",Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50728168,Trịnh Thị Hạnh,Đã mua tại DMX,Máy hay đơ,Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50649426,Gia An,Đã mua tại TGDD,"mua hồi 19.02.2022. Máy cam thì đẹp đó, mà bắt wifi chậm hơn so máy khác, tải tài liệu lên classroom hết 10p mà có tấm ảnh thôi. Còn appstore thì tải ứng dụng cứ bị lỗi phải hủy tải lại. Máy trang web hơi nặng tí là vô là giật lag dù máy không có tải gì nhiều cả toàn là ứng dụng có sẵn thôi, cũng không có ứng dụng ngầm. Khó chịu thật sự.",Đã dùng khoảng 4 ngày
iPhone 13 128GB,r-50634582,Lê Thi Phương Thảo,Đã mua tại DMX,"Máy mình mua bữa 7/12/2021. Dùng gọi video cho người khác không thấy hình, mà người ta gọi lại thì thấy hình. Lỗi thứ 2: quay video k xem được video mà gửi cho người khác thì xem được! Chờ phản hồi của ad ạ",Đã dùng khoảng 1 tháng
iPhone 13 128GB,r-50540313,N.Quỳnh,Đã mua tại DMX,"Mình mua máy đợt vừa rồi có cài cảm ứng chạm quả táo sau máy mà lúc được lúc không, quay màn hình call video thì mất tiếng đúng chán. chơi titok thì toàn có đề thiết bị không hỗ trợ hiệu ứng mà gần như hiệu ứng nào cũng báo thế quá chán",Đã dùng khoảng 3 tuần
iPhone 13 128GB,r-50478311,Nguyễn Văn Duy Thắng,Đã mua tại DMX,"Mình mua điện thoại này ngày 23/1/2022. Mua về ít bữa ra nắng phát hiện thấy bụi camera trước, nghĩ do có sẵn lúc sản xuất nên nghĩ không bị thêm. Sau đó tiếp tục theo dõi vài ngày thì bị thêm nhiều hơn và cả camera sau cũng bị và cũng có tình trạng nhiều hơn theo ngày. Nay ngày 4/2/2022 (chưa được 15 ngày), lúc khoảng 18:30’ có ghé qua siêu thị p.Thốt Nốt, q. Thốt Nốt, Cần Thơ báo tình trạng máy. Thì Quản lý nói nữa gửi đi vệ sinh máy. Trong khi đó mình mới mua chưa được 1 tháng giờ phải gửi đi tháo máy ra. mới mua đây mà bị bụi theo ngày nhiều hơn vậy giờ phải gửi đi vệ sinh phải bung máy ra, vậy như máy không còn zin nữa rồi. Phải chi lâu thì không nói. Mới mua đây mà phải vậy. Thấy tiếc tiền và phải suy nghĩ lại chính sách bảo hành và chất lượng của tgdd (chưa nói đến giá tiền) đáng để người dùng tin tưởng và mua hàng tiếp không? Nhờ anh chị xem xét lại. :(",Đã dùng khoảng 1 tuần
iPhone 13 128GB,r-50066851,Phạm Hằng,Đã mua tại TGDD,Em cũng mới mua 1 tuần mà sao sạc 20w cở 60 70% lại bị nóng lên . Rồi khi đag sử dụng cũng nóng thì có bị s k ạ,"Đã dùng khoảng 5 ngày
Mua ngày
24/12/2021
Viết đánh giá
29/12/2021
Đã dùng khoảng 5 ngày
Ở thời điểm viết đánh giá, khách đã mua sản phẩm khoảng 5 ngày.
Thời gian sử dụng thực tế có thể bằng hoặc ít hơn khoảng thời gian này."
iPhone 13 128GB,r-49985977,A Sheng,Đã mua tại DMX,Hôm nay mới mua đt ở tgdt có thắc mắc là khi gõ vào màn hình thì kêu bộp bộp như bị rỗng vậy? Không biết có phải máy nào cũng vậy không ạ?,Đã dùng khoảng 1 ngày
iPhone 13 128GB,r-49885375,ĐỖ TIẾN VĂN,Đã mua tại TGDD,+ pin trâu + cam thiếu tele zoom xa hơi bất tiện + mạng 4g không ổn định trừ 1 sao + sóng sánh không ổn khi dùng 2 sim trừ 1 sao,Đã dùng khoảng 7 ngày
