Id_comment,Name_phone,Name_comment,Buy_place_comment,Content_comment,Used_comment,label
r-53564236,iPhone 14 Pro,Nguyễn Văn Nguyện,Đã mua tại DMX,Ổn,Đã dùng khoảng 1 tuần,1
r-53501831,iPhone 14 Pro,Nguyễn Thị Bảo Trân,Đã mua tại TGDD,"Chất lượng hàng hoá ở đây thì quá oke rồi, nhân viên nhiệt tình hỗ trợ kịp thời. Rất hài lòng về cách phục vụ của các bạn, đặc biệt bạn Bùi Thành.",Đã dùng khoảng 1 tuần,1
r-53501357,iPhone 14 Pro,Hung,Đã mua tại TGDD,Hài lòng,Đã dùng khoảng 1 tháng,1
r-53369277,iPhone 14 Pro,NAM,Đã mua tại TGDD,Oki,Đã dùng khoảng 1 tuần,1
r-53366043,iPhone 14 Pro,GIANG,Đã mua tại TGDD,Nice,Đã dùng khoảng 1 tuần,1
r-53365755,iPhone 14 Pro,LY,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-53334905,iPhone 14 Pro,PHƯƠNG,Đã mua tại TGDD,Nhân viên nhiệt tình vui vẽ,Đã dùng khoảng 1 tuần,1
r-53306301,iPhone 14 Pro,MINH,Đã mua tại TGDD,máy dùng tốt.,Đã dùng khoảng 1 tuần,1
r-53280061,iPhone 14 Pro,HIỀN,Đã mua tại TGDD,Sản phẩm tốt phục vụ nhiệt tình,Đã dùng khoảng 1 tuần,1
r-53169702,iPhone 14 Pro,Phong,Đã mua tại TGDD,Dùng được gần 2 tuần máy rất OK nhá 😚,Đã dùng khoảng 1 tuần,1
r-53160979,iPhone 14 Pro,DUNG,Đã mua tại TGDD,"Rất tốt, mấy chị nv tư vấn rất nhiệt tình ạ, rất hài lòng",Đã dùng khoảng 2 tuần,1
r-53124456,iPhone 14 Pro,NANG,Đã mua tại DMX,chi nhân viên nhiệt tình,Đã dùng khoảng 1 tuần,1
r-53106038,iPhone 14 Pro,Lê Hoàng Phúc,Đã mua tại TGDD,Nhiên viên quản lý phục vụ rất tốt.ai ở cần thơ thì ghé ngay thế giới di động vừa qua cầu quan trung nha.mới mua hôm qua,Đã dùng khoảng 1 ngày,1
r-53064257,iPhone 14 Pro,HUY,Đã mua tại DMX,Sp tốt lắm ạ,Đã dùng khoảng 1 tuần,1
r-53019642,iPhone 14 Pro,HAO,Đã mua tại TGDD,"Điện thoại rất tốt, dịch vụ hổ trợ tại shop rất tốt, nhân viên rất vui vẻ nhiệt tình",Đã dùng khoảng 1 tuần,1
r-52968769,iPhone 14 Pro,PHƯƠNG,Đã mua tại TGDD,rất tốt,Đã dùng khoảng 1 tuần,1
r-52935763,iPhone 14 Pro,MINH,Đã mua tại TGDD,"Sản phẩm chính hãng , nhân viên bán hàng tận tình",Đã dùng khoảng 2 tuần,1
r-52928731,iPhone 14 Pro,AN,Đã mua tại TGDD,Quá ok,Đã dùng khoảng 1 tuần,1
r-52911990,iPhone 14 Pro,PHƯƠNG,Đã mua tại TGDD,Rất tuyệt,Đã dùng khoảng 1 tuần,1
r-52911986,iPhone 14 Pro,NGỌC,Đã mua tại DMX,Rất hài lòng với sản phẩm,Đã dùng khoảng 1 tuần,1
r-52911905,iPhone 14 Pro,DỰ,Đã mua tại DMX,Tận tình chu đáo,Đã dùng khoảng 1 tuần,1
r-52909394,iPhone 14 Pro,CHIẾN,Đã mua tại DMX,Rất ok,Đã dùng khoảng 1 tuần,1
r-52908938,iPhone 14 Pro,TOẢN,Đã mua tại DMX,San Pham ok,Đã dùng khoảng 1 tuần,1
r-52908024,iPhone 14 Pro,QUÝ,Đã mua tại DMX,Rất ok,Đã dùng khoảng 1 tuần,1
r-52907812,iPhone 14 Pro,TÌNH,Đã mua tại DMX,Sản phẩm rất đẹp và khác biệt,Đã dùng khoảng 1 tuần,1
r-52907808,iPhone 14 Pro,MẪN,Đã mua tại DMX,Nhân viên nhiệt tình,Đã dùng khoảng 1 tuần,1
r-52907609,iPhone 14 Pro,VƯỢNG,Đã mua tại TGDD,ok ko bị lỗi gì ngoài ios16 lổi tiếng việt,Đã dùng khoảng 1 tuần,0
r-52907271,iPhone 14 Pro,DIỆP,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-52907153,iPhone 14 Pro,PHẬN,Đã mua tại DMX,Sản phẩm tuyệt vời,Đã dùng khoảng 1 tuần,1
r-52907096,iPhone 14 Pro,SƠN,Đã mua tại TGDD,iPhone 14 pro thật tuyệt vời.,Đã dùng khoảng 1 tuần,1
r-52907072,iPhone 14 Pro,TA,Đã mua tại DMX,nhân viên rất nhiệt tình,Đã dùng khoảng 1 tuần,1
r-52906917,iPhone 14 Pro,KHOA,Đã mua tại DMX,Rất hoàn hảo,Đã dùng khoảng 1 tuần,1
r-52906902,iPhone 14 Pro,TUẤN,Đã mua tại TGDD,Máy chính hãng đảm bảo,Đã dùng khoảng 1 tuần,1
r-52906897,iPhone 14 Pro,CHỨC,Đã mua tại TGDD,Sản phẩm OK,Đã dùng khoảng 1 tuần,1
r-52906889,iPhone 14 Pro,THÀNH,Đã mua tại DMX,Dùng rất ok hihi,Đã dùng khoảng 1 tuần,1
r-52906839,iPhone 14 Pro,THÀNH,Đã mua tại TGDD,Tất tốt,Đã dùng khoảng 1 tuần,1
r-52906819,iPhone 14 Pro,SUNUK,Đã mua tại TGDD,Tot,Đã dùng khoảng 1 tuần,1
r-52906805,iPhone 14 Pro,DUNG,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần,1
r-52906720,iPhone 14 Pro,TRÌNH,Đã mua tại DMX,Xài rất tốt,Đã dùng khoảng 1 tuần,1
r-52906629,iPhone 14 Pro,QUANG,Đã mua tại TGDD,Tôt,Đã dùng khoảng 1 tuần,1
r-52906628,iPhone 14 Pro,LƯƠNG,Đã mua tại DMX,Ok lắm,Đã dùng khoảng 1 tuần,1
r-52906617,iPhone 14 Pro,BÉ,Đã mua tại DMX,Rất cảm ơn ĐMX đã hỗ trợ rất nhiệt tình Đặc biết là nhân viên!,Đã dùng khoảng 1 tuần,1
r-52906602,iPhone 14 Pro,DƯƠNG,Đã mua tại TGDD,Tuyệt vời,Đã dùng khoảng 1 tuần,1
r-52906588,iPhone 14 Pro,THÀNH,Đã mua tại DMX,Sản phẩm rất tốt,Đã dùng khoảng 1 tuần,1
r-52906583,iPhone 14 Pro,CƯỜNG,Đã mua tại DMX,Rất tốt,Đã dùng khoảng 1 tuần,1
r-52906578,iPhone 14 Pro,DUNG,Đã mua tại DMX,Nhân viên tư vấn nhiệt tình,Đã dùng khoảng 1 tuần,1
r-52906575,iPhone 14 Pro,CHÂU,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần,1
r-52906569,iPhone 14 Pro,HOÀNG,Đã mua tại DMX,Máy ok nhứt nách,Đã dùng khoảng 1 tuần,1
r-52906567,iPhone 14 Pro,TRỌNG,Đã mua tại DMX,Đựp,Đã dùng khoảng 1 tuần,1
r-52906555,iPhone 14 Pro,HẬU,Đã mua tại TGDD,Ok. Giao hangd nhanh,Đã dùng khoảng 1 tuần,1
r-52906551,iPhone 14 Pro,HOÀNG,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-52906549,iPhone 14 Pro,KHANH,Đã mua tại DMX,Good...!,Đã dùng khoảng 1 tuần,1
r-52906537,iPhone 14 Pro,THẮNG,Đã mua tại TGDD,Tuyệt,Đã dùng khoảng 1 tuần,1
r-52906538,iPhone 14 Pro,MINH,Đã mua tại TGDD,máy mới. dùng rất mượt. mỗi tội là vợ dùng tgdd nên có chính sách mua 1 tặng 1 . để tôi còn có cái mà dùng,Đã dùng khoảng 1 tuần,1
r-52906756,iPhone 14 Pro,KIÊN,Đã mua tại TGDD,Xài rất OK tôi rất hài lòng so này,Đã dùng khoảng 1 tuần,1
r-53628745,iPhone 14 Pro,Nguyen Le Thanh Bao,Đã mua tại TGDD,ok,Đã dùng khoảng 1 tuần,1
r-53458205,iPhone 14 Pro,Vũ Tường Lâm,Đã mua tại TGDD,Good,Đã dùng khoảng 6 ngày,1
r-53419344,iPhone 14 Pro,Bay,Đã mua tại TGDD,"Máy mới mua máy đang 10 % pin khởi động lại cái còn 5 , sạc 95 % khởi động lại có khi 100 % . Pin rất ảo",Đã dùng khoảng 6 ngày,0
r-53343254,iPhone 14 Pro,NHI,Đã mua tại DMX,👍☺️,Đã dùng khoảng 1 tuần,1
r-53259086,iPhone 14 Pro,TRANG,Đã mua tại DMX,Hài lòng với sp,Đã dùng khoảng 1 tuần,1
r-53173027,iPhone 14 Pro,PHƯỢNG,Đã mua tại TGDD,Tôi thấy tốt,Đã dùng khoảng 3 tuần,1
r-53133042,iPhone 14 Pro,HANG,Đã mua tại TGDD,Tư vấn nhiệt tình,Đã dùng khoảng 1 tuần,1
r-52963130,iPhone 14 Pro,BÍCH,Đã mua tại TGDD,Cũng bình thường,Đã dùng khoảng 2 tuần,1
r-52907600,iPhone 14 Pro,LÂM,Đã mua tại DMX,Rất ưng,Đã dùng khoảng 1 tuần,1
r-52906982,iPhone 14 Pro,NHƯ,Đã mua tại TGDD,Nhìn chung là hài lòng,Đã dùng khoảng 1 tuần,1
r-52906796,iPhone 14 Pro,TẰN,Đã mua tại DMX,Đặt hàng nhận bảo hành 2 năm chính hãng mà kích hoạt đc bảo hành 1 năm…,Đã dùng khoảng 1 tuần,2
r-53162353,iPhone 14 Pro,Huỳnh Dung,Đã mua tại DMX,Con 14 pro khi tắt màn hình nó vẫn sáng mờ chứ không tắt tối hẳn phải ko ạ,Đã dùng khoảng 1 tuần,2
r-52930955,iPhone 14 Pro,TƯỞNG,Đã mua tại TGDD,Không có gì đột phá so với thế hệ trước,Đã dùng khoảng 1 tuần,2
r-53229967,iPhone 14 Pro,Trần Đình Bảo Luân,Đã mua tại TGDD,"Máy mua gần tháng. Đánh giá chất lượng sơn viền và lưng rất tệ, dễ bong tróc, loang lỗ. Bàn phism gõ telex hay bị lỗi mất dấu, camera bình thường. Máy xem tiktok được vài phút rất nóng. Pin tuột nhanh.",Đã dùng khoảng 1 tuần,0
r-52906734,iPhone 14 Pro,QUANG,Đã mua tại TGDD,- cứ đang nghe đc 20s là bên kia ko nghe thấy gì,Đã dùng khoảng 1 tháng,0
r-53363529,iPhone 14 Pro,Thinh,Đã mua tại DMX,"Sản phẩm hay bị lỗi đen màn hình, hôm bữa vứa mua về lâu lâu bị đen màn hình như hình, sau vài ngày thì gọi điện thoại cũng bị đen, chụp hình cũng bị đen, sử dụng app zalo lâu lâu còn bị đứng màn hình khoảng vài giây, xem youtube hay bị tắt ứng dụng. Lâu lâu cũng có trường hợp bị đen có một sọc trên màn hình nữa. Mình đi bảo hành và sửa chữa tại TGDD và lên tận TTBH của apple chạy lại phần mềm nhưng cũng không giải quyết được vấn đề này, tới bây giờ sau hơn 1 tháng mua mình cảm thấy rất bực khi mà mua một sản phẩm cao cấp mà bị các cái lỗi ở những sản phẩm thường không bị bao giờ. Sếp của mình có sử dụng loại 14 pro max cũng bị tình trạng tương tự khi cắm sạc vào hoặc bấm tăng giảm âm lượng. Mình khuyên các bạn không nên mua sản phẩm này cho tới khi nhà sản xuất khắc phục được ở các lô sau, hiện tại bị lỗi này rất nhiều",Đã dùng khoảng 1 tuần,0
r-53636573,iPhone 14 Plus,Minh Hưng,Đã mua tại TGDD,"Mua ngày 29 tết, dùng thực tế khá ổn áp khi từ Samsung s20+ qua, không biết tại sao cái bàn phím ấn hơi ảo lúc viết có dấu dc lúc không dc. Cái airpod pro kết nối Bluetooth vs ipad thì nhanh còn trên IPhone thì chậm có khi đợi lâu 2p mới dc, kết nối không biết là do tai nghe hay do máy nữa",Đã dùng khoảng 2 tuần,0
r-53621399,iPhone 14 Plus,Lê Minh Nhựt,Đã mua tại DMX,"Nhan viên tư vấn nhiệt tình, dễ thương. Máy xài quá ổn.",Đã dùng khoảng 2 tuần,1
r-53606555,iPhone 14 Plus,Nguyễn Mạnh Hùng,Đã mua tại TGDD,Dich vu va san pham tốt,Đã dùng khoảng 1 tuần,1
r-53592565,iPhone 14 Plus,Gia Vĩnh,Đã mua tại TGDD,ok,Đã dùng khoảng 1 tuần,1
r-53578020,iPhone 14 Plus,Chu Văn Thao,Đã mua tại TGDD,OK,Đã dùng khoảng 1 tuần,1
r-53573724,iPhone 14 Plus,A Lưu,Đã mua tại DMX,Rất tốt,Đã dùng khoảng 1 tuần,1
r-53569084,iPhone 14 Plus,Anh Tình,Đã mua tại TGDD,tốt,Đã dùng khoảng 1 tuần,1
r-53434761,iPhone 14 Plus,Hoàng Thị Lý,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-53402636,iPhone 14 Plus,TRANG,Đã mua tại TGDD,"Chụp ảnh đẹp, máy dùng êm",Đã dùng khoảng 1 tuần,1
r-53025333,iPhone 14 Plus,TRANG,Đã mua tại TGDD,"Pin trâu , sài mượt .... Nv tư vấn nhiệt tình",Đã dùng khoảng 1 tuần,1
r-53009682,iPhone 14 Plus,ANH,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-52987934,iPhone 14 Plus,Hồng,Đã mua tại TGDD,"Rất tốt, pin xài rất trâu!",Đã dùng khoảng 2 tuần,1
r-52931328,iPhone 14 Plus,VĨNH,Đã mua tại DMX,"Sản phẩm tốt, tư vấn viên tuyệt vời.",Đã dùng khoảng 1 tuần,1
r-52825250,iPhone 14 Plus,Nguyễn Thanh Lâm,Đã mua tại DMX,"Mới ra nhận hôm 14/10..nhân viên làm thủ tục nhanh gọn lẹ.cảm ơn Tưởng cuối tháng 10 mới nhận được ,không ngờ quá nhanh",Đã dùng khoảng 1 ngày,1
r-53596897,iPhone 14 Plus,Anh Chiển,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần,1
r-53529537,iPhone 14 Plus,Chú Dương,Đã mua tại DMX,Mới xử dụng chưa thấy có vấn đề gì . Vẫn Tốt,Đã dùng khoảng 1 tuần,1
r-53513306,iPhone 14 Plus,Anh Sơn,Đã mua tại TGDD,"Tạm thời hài lòng, 4 sao",Đã dùng khoảng 1 tuần,1
r-53355714,iPhone 14 Plus,LINH,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-53250015,iPhone 14 Plus,NAM,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-53601705,iPhone 14 Plus,Phạm Ngọc Tân,Đã mua tại TGDD,Gia cao,Đã dùng khoảng 1 tuần,2
r-52258352,OPPO Find X5 Pro 5G,THUẬN,Đã mua tại DMX,Sản phẩm tốt Nhân viên nhiệt tình,Đã dùng khoảng 1 tháng,1
r-53442607,OPPO Find X5 Pro 5G,Lê Hữu Huy,Đã mua tại DMX,sản phẩm sử dụng tốt,Đã dùng khoảng 3 tuần,1
r-52653929,OPPO Find X5 Pro 5G,TRUNG,Đã mua tại TGDD,Điện thoại cũng bình thường,Đã dùng khoảng 1 tuần,1
r-52640938,OPPO Find X5 Pro 5G,Trần Đức Khoát,Đã mua tại DMX,"Tôi mới mua Oppo find X5 pro 5G 12G/256G tại tgdd , thắc mắc vì sao ở tgdd bán đắt hơn ở đài Loan tầm 6 000 000 vnd",Đã dùng khoảng 1 ngày,2
r-52522401,OPPO Find X5 Pro 5G,TH%C0NH,Đã mua tại DMX,Mình dùng 1 tuần muốn bán lại cho tgdd mà bên đó không mua,Đã dùng khoảng 2 tuần,2
r-53521748,Samsung Galaxy Z Fold3 5G,Hiếu,Đã mua tại TGDD,Khá ok,Đã dùng khoảng 1 tuần,1
r-53366108,Samsung Galaxy Z Fold3 5G,LONG,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-52937625,Samsung Galaxy Z Fold3 5G,PHAN PHI,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-52398732,Samsung Galaxy Z Fold3 5G,ÁNH,Đã mua tại DMX,Minh rat thích,Đã dùng khoảng 2 tuần,1
r-52260764,Samsung Galaxy Z Fold3 5G,THANG,Đã mua tại DMX,Máy còn rất đẹp. BH care+ còn tới 10/5/2023 Tháng trước mua con tab s7fe cũng rất mới. Good.,Đã dùng khoảng 2 tuần,1
r-52247920,Samsung Galaxy Z Fold3 5G,Nhi%EAn,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tháng,1
r-52247007,Samsung Galaxy Z Fold3 5G,Quốc Anh,Đã mua tại DMX,Xài rất ok,Đã dùng khoảng 1 tháng,1
r-52136062,Samsung Galaxy Z Fold3 5G,Khánh,Đã mua tại TGDD,dùng tốt,Đã dùng khoảng 1 tuần,1
r-52107253,Samsung Galaxy Z Fold3 5G,QUÂN,Đã mua tại TGDD,Quá tuyệt vời,Đã dùng khoảng 1 tuần,1
r-52038517,Samsung Galaxy Z Fold3 5G,THÁI,Đã mua tại TGDD,Máy còn rất mới xài rất mượt!,Đã dùng khoảng 1 tuần,1
r-51941197,Samsung Galaxy Z Fold3 5G,KHÁNH,Đã mua tại TGDD,Sang trọng.,Đã dùng khoảng 1 tuần,1
r-51869608,Samsung Galaxy Z Fold3 5G,SANG,Đã mua tại DMX,Dịch vụ bân hàng rất tốt. Tuy nhiên mới mua máy chưa tới 1 ruần mà sản phẩm giảm giá tới 5 triệu. Buồn!,Đã dùng khoảng 1 tuần,2
r-51691716,Samsung Galaxy Z Fold3 5G,Phuong,Đã mua tại TGDD,"Rất đáng tiền. 1 trải nghiệm hoàn toàn mới so với các điện thoại Android thông thường khác. Mọi thứ chỉnh chu từ thiết kế cho đến tính năng. Riêng chỉ có vấn đề Samsung làm điện thoại cao cấp mà cài quá nhiều Bloatware, khiến người dùng cảm thấy rất phiền phức khi phải đi gỡ bỏ từng cái 1, một số cái còn không cho gỡ bỏ.",Đã dùng khoảng 1 ngày,1
r-50466923,Samsung Galaxy Z Fold3 5G,Quỳnh,Đã mua tại TGDD,Sản phẩm tốt,Đã dùng khoảng 4 ngày,1
r-50382991,Samsung Galaxy Z Fold3 5G,Hồ Hoàng Hảo,Đã mua tại TGDD,"Máy rất đẹp, cầm gọn trong lòng bàn tay chứ không cồng kềnh. Loa ngoài tốt nhưng chuông báo hơi nhỏ. Chip Rồng 888 nên nhamh như sao xẹt. Pin tụt khá nhanh nhưng đỡ hơn Note 20 Ultra. Theo cá nhân tôi thì camera Z Fold 3 chụp đẹp hơn Note 20 Ultra khi chụp cận cảnh và khung hình 4:3. Z nghe nhạc qua tai nghe tws hay hơn Note. bass hay hơn nhiều. Tôi muốn có miếng dán màn hình zin theo máy để thay khi cần mà không biết tìm ở đâu vì miếng dán dẻo của hãng thứ 3 không tốt như miếng dán theo máy? Thegioididong có thể giúp tôi mua miếng dán màn hình zin theo máy không?",Đã dùng khoảng 1 tuần,2
r-49083320,Samsung Galaxy Z Fold3 5G,Trần Hồng Thịnh,Đã mua tại TGDD,Sản phẩm tốt. Nhân viên hỗ trợ nhiệt tình. Chơi game Tốc Chiến cài đặt lên 120FPS không hề lag nhưng hiện tại game chưa hỗ trợ điều chỉnh góc nhìn rộng nên hơi khó chơi.,Đã dùng khoảng 3 ngày,1
r-48746277,Samsung Galaxy Z Fold3 5G,Nguyễn Tấn Đạt,Đã mua tại TGDD,"Sử dụng song song với ip 12 promax. Thật sự trải nghiệm rất đã, một cách hoàn toàn khác. Máy sang trọng, đẹp, nhiều khi cũng ngại mở màn hình chỗ đông người, nhưng nhìn rất sỹ Hạn chế cái là về sau việc dán màn hình còn khó khăn, một là vô hãng dán, hai là kiếm nơi bán miếng dán xịn ( mọi người nhớ đừng lột miếng dán cùa hãng dán cho mình nhé,, miếng dán sẵn là xịn xò nhất rồi)",Đã dùng khoảng 2 tuần,1
r-48226542,Samsung Galaxy Z Fold3 5G,Tung Tung,Đã mua tại TGDD,"Quá sang trọng, quá ngon, giá so với các sản phầm tiền nhiệm thì quá tốt.. nhưng mà đôi khi cảm thấy thiếu tự tin khi sử dụng sản phẩm chỗ đông người :((",Đã dùng khoảng 2 ngày,1
r-53368358,Samsung Galaxy Z Fold3 5G,BÌNH,Đã mua tại DMX,Good,Đã dùng khoảng 1 tháng,1
r-53134527,Samsung Galaxy Z Fold3 5G,DAT,Đã mua tại TGDD,Rất tuyệt vời,Đã dùng khoảng 1 tuần,1
r-52953304,Samsung Galaxy Z Fold3 5G,TÂM,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-52372918,Samsung Galaxy Z Fold3 5G,D NG,Đã mua tại TGDD,"Chụp hình lúc thiếu ánh sáng khá tệ, không tương xứng với một máy cao cấp. Ngoài ra mọi thứ đều ổn",Đã dùng khoảng 2 tuần,0
r-52248170,Samsung Galaxy Z Fold3 5G,Hùng,Đã mua tại DMX,Sản phẩm tốt,Đã dùng khoảng 1 tháng,1
r-52186435,Samsung Galaxy Z Fold3 5G,MINH,Đã mua tại TGDD,"Good product, but some apps and games do not optimize for z fold3, so it's umcomfortable when using these apps. The screen so beautiful but you have to use carefully cause it's thin and not strong as the normal glass green.",Đã dùng khoảng 4 tuần,1
r-52017614,Samsung Galaxy Z Fold3 5G,Hien,Đã mua tại TGDD,mua về chủ yếu lướt tiktok ngắm gái màn to mượt khá ổn trong tầm giá=)),Đã dùng khoảng 3 tháng,1
r-51894081,Samsung Galaxy Z Fold3 5G,SƠN,Đã mua tại TGDD,Hợp với túi tiền,Đã dùng khoảng 1 tuần,1
r-50284847,Samsung Galaxy Z Fold3 5G,Phong,Đã mua tại TGDD,"Đổi từ note 20 ultra sang, cảm nhận nhanh: + Pin yếu, không đủ cho một ngày làm việc. + Màn bên trong vẫn mềm, vừa xài 2 hôm đã có vết cấn. Ngoài ra thì không có gì để chê, máy đẹp, rất đầm tay tuy tận 271g nhưng không hề thấy nặng. Hiệu năng tuyệt vời - đỡ nóng hơn note 20 ultra. Nhân viên hỗ trợ nhiệt tinhd vui vẻ, trải nghiệm rất tốt tại TGDD.",Đã dùng khoảng 1 ngày,0
r-48483869,Samsung Galaxy Z Fold3 5G,Lan,Đã mua tại TGDD,"Chuyển từ note qua và có nhận xét là về sang trọng khỏi phải bàn rồi, mọi thứ đều rất ok, pin mọi ng chê mau hết chớ mình cũng dùng cả ngay. tuy nhiên... khá thất vọng về camera, chụp hình quay phim nhìn bị nhiễu, note 9 đã thuộc hàng cũ của cũ rồi mà chụp đẹp mê nhưng con này chụp chán.",Đã dùng khoảng 1 tuần,2
r-52152057,Samsung Galaxy Z Fold3 5G,TUYET,Đã mua tại DMX,Sai binh thuong,Đã dùng khoảng 1 tuần,1
r-52105515,Samsung Galaxy Z Fold3 5G,THÙY,Đã mua tại TGDD,"Máy dùng chán, pin kém . Thất vọng khi bỏ ra số tiền lớn nhưng dùng ko đc như mong muốn.",Đã dùng khoảng 1 tuần,0
r-52450898,Samsung Galaxy Z Fold3 5G,TUÁN,Đã mua tại TGDD,Máy tuột pin nhanh. Đang dùng app bị thoát ra tự động reset,Đã dùng khoảng 1 tuần,0
r-51793739,Samsung Galaxy Z Fold3 5G,Phạm Thị Thanh Nhàn,Đã mua tại TGDD,"Mình mua tại cửa hàng ở sa đéc. Khi mua hãng đã dán màn hình 2 mặt sẵn. Tới khi cần dán màn hình vì bị trầy, thây miếng khác cho sáng điện thoại thì nhân viên bảo là không hổ trợ dán z fold 3. Không hiểu sao, lúc mua 40 mấy triệu rớp rẻn mà giờ muốn dán cái màn hình cũng khó. Đúng chán.",Đã dùng khoảng 6 tháng,0
r-53079132,Samsung Galaxy Z Fold3 5G,Phạm Văn Hiệu,Đã mua tại TGDD,"Máy quá tệ. Sài bị nóng máy (ai cũng cảm nhận thấy), đi bảo hành thì bảo máy không bị gì (lại còn mất khá nhiều thời gian)! Dữ liệu phải đổi tới lui liên tục. Pin sài thì yếu, mạng 4G chậm chạp. Phải nói là quá tệ so với giá mua!",Đã dùng khoảng 4 tháng,0
r-53629413,iPhone 14,Đoàn Hiếu Minh,Đã mua tại TGDD,"Giao hàng nhanh, hướng dẫn chu đáo, thái độ vui vẻ tận tình!",Đã dùng khoảng 1 tuần,1
r-53609278,iPhone 14,Trương Quang Định,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần,1
r-53601495,iPhone 14,Lâm,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-53598656,iPhone 14,Mai,Đã mua tại TGDD,Nhân viên tư vấn nhiệt tình máy tới hiện tại dùng vẫn ok,Đã dùng khoảng 2 tuần,1
r-53598289,iPhone 14,Anh Danh,Đã mua tại DMX,"Dt sai đc 2 tuần,OK hết,man hình hoi nhỏ,ai muốn man hình OK thì sai 14plus…",Đã dùng khoảng 1 tuần,1
r-53596494,iPhone 14,Chị Y,Đã mua tại TGDD,Tôi đang sử dụng sản phẩm rất OK,Đã dùng khoảng 1 tuần,1
r-53510835,iPhone 14,Chị Thu Trang,Đã mua tại TGDD,Sản phẩm tốt... chức năng tốt...ko bị lỗi,Đã dùng khoảng 1 tuần,1
r-53479944,iPhone 14,Chị Huyến,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần,1
r-53452581,iPhone 14,Tran The An,Đã mua tại DMX,😘,Đã dùng khoảng 1 tuần,1
r-53327696,iPhone 14,CƯỜNG,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần,1
r-53245168,iPhone 14,DUY,Đã mua tại TGDD,Mình dùng được 2 tuần chưa có vấn đề gì cả,Đã dùng khoảng 1 tuần,1
r-53181038,iPhone 14,MẠNH,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần,1
r-53179533,iPhone 14,TH%C0NH,Đã mua tại DMX,Xài ngon,Đã dùng khoảng 2 tuần,1
r-53034306,iPhone 14,LOAN,Đã mua tại TGDD,"Tôi rất hài lòng với sản phẩm này của tgdd , đt iPhone 14 lướt nhanh chụp hình trong sáng",Đã dùng khoảng 1 tuần,1
r-52906803,iPhone 14,TRUYỀN,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-52906560,iPhone 14,HIỀN,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-52906491,iPhone 14,MONG,Đã mua tại DMX,Rất tốt,Đã dùng khoảng 1 tuần,1
r-53290644,iPhone 14,TMH,Đã mua tại TGDD,"Mình mua tặng vợ con 14 128G màu tím nhạt , kích hôm 14/12 chưa xạc .Vợ không thích nên lại mua con 14Prm rồi , dư máy ai thiện chí mình để lại cho rẻ hơn mới vài triệu ạ : 0986013xxx",Đã dùng khoảng 1 ngày,2
r-53633919,iPhone 14,Phạm Thị Thuỷ,Đã mua tại TGDD,Tốt.,Đã dùng khoảng 1 tuần,1
r-53617688,iPhone 14,Đăng Văn Trường,Đã mua tại TGDD,Phục vụ nhanh và chu đáo,Đã dùng khoảng 2 tuần,1
r-53559753,iPhone 14,Oanh,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-53545138,iPhone 14,Anh Toán,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-53276514,iPhone 14,LONG,Đã mua tại TGDD,Mới dùng nên thấy ổn,Đã dùng khoảng 1 tuần,1
r-53230415,iPhone 14,TÚ,Đã mua tại TGDD,"Máy đẹp,dùng OK",Đã dùng khoảng 1 tuần,1
r-53224264,iPhone 14,HẢI,Đã mua tại TGDD,Nhân viên nhiệt tình,Đã dùng khoảng 1 tuần,1
r-53056609,iPhone 14,NHI,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-52907013,iPhone 14,TÂM,Đã mua tại TGDD,"Màn hình iPhone 14 thường hơi nhỏ, tầm 6,4in thì OK hơn",Đã dùng khoảng 1 tuần,0
r-53490650,iPhone 14,Chị Hương,Đã mua tại DMX,Pin hao quá nhanh. 100% pin mà sử dụng như pin 90%.,Đã dùng khoảng 1 tuần,0
